SK_ID_CURR,application_date,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
133715,4/14/2018,0,Cash loans,F,N,Y,0,112500.0,398160.0,31585.5,315000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.009334,-8842,-312,-218,-58,,1,1,0,1,0,1,High skill tech staff,2.0,2,2,THURSDAY,19,0,0,0,0,0,0,Government,,0.347997184,,0.0041,,0.9742,,,,0.069,0.0417,,,,0.0094,,,0.0042,,0.9742,,,,0.069,0.0417,,,,0.0098,,,0.0042,,0.9742,,,,0.069,0.0417,,,,0.0096,,,,block of flats,0.0074,Wooden,No,9.0,2.0,9.0,2.0,-323.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0,3.0
129457,4/1/2018,1,Cash loans,F,N,N,0,112500.0,407520.0,32197.5,360000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-18615,-1933,-5007,-2161,,1,1,0,1,1,0,Drivers,2.0,2,2,FRIDAY,19,0,0,0,0,1,1,Security Ministries,,0.675632961,0.222580765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1700.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
105708,1/18/2018,0,Revolving loans,F,Y,Y,0,112500.0,270000.0,13500.0,270000.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.02461,-19471,-3829,-812,-3003,15.0,1,1,0,1,0,0,Laborers,2.0,2,2,WEDNESDAY,9,0,0,0,0,0,0,Self-employed,0.399003115,0.255591191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-411.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
119322,2/28/2018,0,Cash loans,M,Y,N,0,360000.0,254700.0,25191.0,225000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.031329,-13458,-3815,-1983,-4285,2.0,1,1,0,1,0,0,High skill tech staff,2.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.672655312,0.678868907,0.733814537,0.3113,0.0789,0.9965,0.9524,0.1709,0.16,0.1379,0.375,0.4167,0.0884,0.1252,0.1615,0.5907,0.4298,0.3172,0.0819,0.9965,0.9543,0.1725,0.1611,0.1379,0.375,0.4167,0.0905,0.1368,0.1682,0.5953,0.4551,0.3144,0.0789,0.9965,0.953,0.172,0.16,0.1379,0.375,0.4167,0.09,0.1274,0.1644,0.5939,0.4389,org spec account,block of flats,0.2205,Panel,No,5.0,0.0,5.0,0.0,-1561.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
107580,1/24/2018,0,Revolving loans,F,N,Y,0,54000.0,135000.0,6750.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020246,-18138,-2535,-3081,-1701,,1,1,0,1,1,0,Sales staff,2.0,3,3,TUESDAY,9,0,0,0,0,0,0,Self-employed,,0.325973043,0.691021227,0.0515,0.0573,0.9916,0.8844,0.0106,0.0,0.1034,0.1667,0.0417,0.036,0.042,0.0576,0.0,0.0,0.0525,0.0595,0.9916,0.8889,0.0106,0.0,0.1034,0.1667,0.0417,0.0368,0.0459,0.0601,0.0,0.0,0.052,0.0573,0.9916,0.8859,0.0106,0.0,0.1034,0.1667,0.0417,0.0366,0.0428,0.0587,0.0,0.0,reg oper spec account,block of flats,0.0453,Panel,No,5.0,0.0,4.0,0.0,-1702.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
139734,5/3/2018,0,Cash loans,M,Y,N,0,135000.0,1305000.0,38286.0,1305000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018634,-18265,-409,-5813,-1793,12.0,1,1,0,1,1,0,Laborers,2.0,2,2,WEDNESDAY,18,0,0,0,0,1,1,Construction,,0.556122616,0.780143638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-280.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
140940,5/6/2018,0,Cash loans,M,N,Y,0,112500.0,305221.5,17172.0,252000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-18184,-6142,-5556,-1707,,1,1,0,1,0,0,Laborers,2.0,2,2,WEDNESDAY,8,0,0,0,0,0,0,Other,,0.163187035,0.803885061,0.1485,0.0809,0.9886,0.8436,0.0356,0.04,0.0345,0.3333,0.375,0.0146,0.121,0.0941,0.0,0.0,0.1513,0.084,0.9886,0.8497,0.0359,0.0403,0.0345,0.3333,0.375,0.015,0.1322,0.098,0.0,0.0,0.1499,0.0809,0.9886,0.8457,0.0358,0.04,0.0345,0.3333,0.375,0.0149,0.1231,0.0958,0.0,0.0,reg oper account,block of flats,0.0934,"Stone, brick",No,1.0,0.0,1.0,0.0,-44.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
146543,5/24/2018,0,Revolving loans,F,N,Y,1,67500.0,180000.0,9000.0,180000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.006671,-8466,-1056,-5935,-1055,,1,1,0,1,0,0,Sales staff,2.0,2,2,MONDAY,13,0,0,0,0,0,0,Business Entity Type 3,,0.552038018,0.546023197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-452.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
153038,6/13/2018,0,Revolving loans,M,Y,Y,0,135000.0,405000.0,20250.0,405000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.022625,-20623,-629,-6336,-4087,23.0,1,1,0,1,0,0,Drivers,2.0,2,2,THURSDAY,8,0,0,0,0,0,0,Transport: type 3,,0.1437461,0.588487788,0.0351,0.0,0.9742,0.6464,0.0416,0.0,0.1034,0.0833,0.125,0.0,0.0286,0.0289,0.0,0.0,0.0357,0.0,0.9742,0.6602,0.042,0.0,0.1034,0.0833,0.125,0.0,0.0312,0.0301,0.0,0.0,0.0354,0.0,0.9742,0.6511,0.0419,0.0,0.1034,0.0833,0.125,0.0,0.0291,0.0295,0.0,0.0,reg oper account,block of flats,0.0228,"Stone, brick",No,1.0,0.0,1.0,0.0,-160.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
130547,4/4/2018,0,Cash loans,F,Y,Y,0,540000.0,979717.5,68314.5,904500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.035792,-16848,-907,-674,-391,14.0,1,1,0,1,0,0,Managers,1.0,2,2,THURSDAY,11,0,0,0,0,1,1,Self-employed,0.769851145,0.654705399,0.504681319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-2609.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,3.0
115906,2/18/2018,0,Cash loans,F,N,Y,0,180000.0,971280.0,51876.0,900000.0,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.010006,-22920,365243,-1931,-4996,,1,0,0,1,0,0,,1.0,2,2,TUESDAY,14,0,0,0,0,0,0,XNA,,0.444188812,0.410102573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-1791.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
154160,6/16/2018,0,Revolving loans,M,N,N,1,112500.0,585000.0,29250.0,585000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.010966,-16969,-3172,-2641,-520,,1,1,0,1,0,0,Managers,3.0,2,2,SUNDAY,10,0,0,0,0,1,1,Business Entity Type 3,,0.573551717,0.130947153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-366.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0
140742,5/6/2018,0,Cash loans,F,N,N,0,135000.0,450000.0,30073.5,450000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.006852,-10964,-2982,-437,-2604,,1,1,1,1,0,0,,2.0,3,3,MONDAY,13,0,0,0,0,0,0,Self-employed,0.260941684,0.200607026,0.166405546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-96.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
116485,2/20/2018,0,Cash loans,F,N,Y,0,45000.0,808650.0,26217.0,675000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.00963,-22801,365243,-8321,-4528,,1,0,0,1,0,0,,2.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,XNA,,0.729825236,,0.0471,0.0537,0.9886,0.8436,0.0075,0.0,0.1262,0.1667,0.2083,0.0093,0.0381,0.041,0.0013,0.004,0.0252,0.0418,0.9881,0.8432,0.0044,0.0,0.069,0.1667,0.2083,0.0071,0.0211,0.0289,0.0,0.0,0.0552,0.0511,0.9891,0.8524,0.0087,0.0,0.1379,0.1667,0.2083,0.009,0.0453,0.037,0.0,0.0,reg oper account,block of flats,0.0268,"Stone, brick",No,0.0,0.0,0.0,0.0,-249.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
122752,3/11/2018,0,Cash loans,M,Y,N,0,252000.0,1283688.0,46237.5,1134000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.010556,-15735,-2891,-2492,-3599,29.0,1,1,0,1,0,1,Laborers,2.0,3,3,TUESDAY,10,0,0,0,0,1,1,Self-employed,0.358135181,0.297202145,0.126100559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,6.0,1.0,-2315.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.0,0.0,5.0
141364,5/8/2018,0,Cash loans,M,N,N,0,135000.0,819792.0,39568.5,720000.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.031329,-13216,-900,-5016,-5036,,1,1,1,1,1,0,Laborers,2.0,2,2,THURSDAY,13,0,0,0,0,1,1,Business Entity Type 1,0.364032726,0.582171745,0.621226338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-2067.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
